🌺007系列🌺,#genre#
🍁X战警（英语）,https://vip.lz-cdn16.com/20230413/16625_bb0ce62a/index.m3u8
🍁X战警：第一战（英语）,https://vip.lzcdn2.com/20220331/1603_7bd4087c/index.m3u8
🍁X战警：黑凤凰（英语）,https://vip.lzcdn2.com/20220331/1598_cdb39821/index.m3u8
🍁X战警：逆转未来（英语）,https://vip.lzcdn2.com/20220331/1605_d3567f13/index.m3u8
🍁X战警：天启（英语）,https://vip.lzcdn2.com/20220331/1602_0e2f33ab/index.m3u8
🍁X战警2（英语）,https://vip.lzcdn2.com/20220331/1601_09d78222/index.m3u8
🍁X战警3：背水一战（英语）,https://vip.lzcdn2.com/20220331/1599_dd1a74f1/index.m3u8

🌺A系列🌺,#genre#

🍁阿班与裘迪：小农捍卫战Ben&amp;Jody（其它）,https://vip1.lz-cdn1.com/20220617/9042_a1212b9e/index.m3u8
🍁阿比盖尔2019（英语）,https://vip.lz-cdn3.com/20220914/13360_5c7a794a/index.m3u8
🍁阿迪普鲁什（其它）,https://vip.lz-cdn3.com/20230815/21116_6c8952b1/index.m3u8
🍁阿迪神功（其它）,https://vip.lz-cdn3.com/20220715/9450_fdb61724/index.m3u8
🍁阿尔忒弥斯酒店（英语）,https://vip.lz-cdn3.com/20220804/10692_ea87835d/index.m3u8
🍁阿凡达（英语）,https://vip.lz-cdn17.com/20230410/6931_a7ea6740/index.m3u8
🍁阿凡达2：水之道（英语）,https://vip.lz-cdn17.com/20230331/6337_a0818a69/index.m3u8
🍁阿盖尔：神秘特工（英语）,https://v.cdnlz12.com/20240305/12430_13166b93/index.m3u8
🍁阿金（粤语）,https://vip1.lz-cdn7.com/20230430/15717_64af97ae/index.m3u8
🍁阿克巴大帝（印地语/乌尔都语）,https://vip.lzcdn2.com/20220323/328_671ace60/index.m3u8
🍁阿姆斯特丹的水鬼（其它）,https://vip.lz-cdn3.com/20221105/15511_52d31ea0/index.m3u8
🍁阿尼库拉波：不死传说（其它）,https://vip1.lz-cdn10.com/20221002/2631_d61cfb99/index.m3u8
🍁阿提拉（英语）,https://v1.cdnlz1.com/20231009/22560_3d43b8cd/index.m3u8
🍁阿修罗1990（日语）,https://v.cdnlz11.com/20231214/18679_ff4dc131/index.m3u8
🍁阿修罗1990（国语）,https://vip.lz-cdn3.com/20220918/13745_2c00d338/index.m3u8
🍁阿修罗1990（粤语）,https://vip.lz-cdn3.com/20220918/13744_4770a70f/index.m3u8
🍁阿修罗2016（韩语）,https://vip1.lz-cdn1.com/20220527/6792_7894c9e0/index.m3u8
🍁阿修罗城之瞳（日语）,https://vip1.lz-cdn1.com/20220404/1002_20c4af31/index.m3u8
🍁阿亚潘和柯西AyyappanumKoshiyum（其它）,https://vip1.lz-cdn7.com/20221012/11968_f507783a/index.m3u8
🍁艾达·雷德（英语）,https://vip1.lz-cdn1.com/20220619/9151_e8690d87/index.m3u8
🍁艾芙莉（英语）,https://vip.lzcdn2.com/20220517/6732_438c4934/index.m3u8
🍁艾丽卡（英语）,https://vip1.lz-cdn7.com/20221212/12618_c493bdb7/index.m3u8
🍁艾什（英语）,https://vip1.lz-cdn7.com/20230429/15688_46dce4c9/index.m3u8
🍁艾娃2020（英语）,https://vip.lz-cdn3.com/20220714/9334_e67ed9ac/index.m3u8
🍁爱国者2000（英语）,https://vip.lzcdn2.com/20220425/4505_f86e0368/index.m3u8
🍁爱国者游戏1992（英语）,https://vip.lzcdn2.com/20220521/7157_03ee5eb6/index.m3u8
🍁爱渴望（其它）,https://vip.lz-cdn3.com/20220630/8498_5b0d4e85/index.m3u8
🍁爱离别（其它）,https://vip.lz-cdn3.com/20220826/12060_d4b117e2/index.m3u8
🍁爱人强盗（英语）,https://vip.lz-cdn17.com/20230410/6930_8fe49c38/index.m3u8
🍁爱我别走（粤语）,https://vip.lzcdn2.com/20220412/3168_eda4a18b/index.m3u8
🍁爱有天定（其它）,https://vip1.lz-cdn1.com/20220418/2437_c40b7794/index.m3u8
🍁爱与诚2000（粤语）,https://vip1.lz-cdn1.com/20220502/4219_5d725311/index.m3u8
🍁爱在黑社会的日子（粤语）,https://vip1.lz-cdn1.com/20220408/1193_36767f7a/index.m3u8
🍁安达卢西亚：女神的报复（日语）,https://vip1.lz-cdn7.com/20230428/15664_1d05683b/index.m3u8
🍁安娜2019（英语）,https://vip.lzcdn2.com/20220416/3613_d2300a04/index.m3u8
🍁暗道（国语）,https://vip1.lz-cdn1.com/20220430/3919_9c3452d6/index.m3u8
🍁暗鬥（粤语）,https://vip.lzcdn2.com/20220525/7659_1cd4f6a4/index.m3u8
🍁暗黑破坏神：竞逐一切（其它）,https://vip.lz-cdn3.com/20220807/10914_806c5c3f/index.m3u8
🍁暗花（国语）,https://vip.lz-cdn3.com/20221120/16113_84df01fb/index.m3u8
🍁暗花（粤语）,https://vip.lz-cdn3.com/20221120/16114_8774c283/index.m3u8
🍁暗渠（粤语）,https://vip.lz-cdn3.com/20230710/20147_8a8a6895/index.m3u8
🍁暗杀（韩语）,https://vip1.lz-cdn8.com/20220816/21796_2af855d4/index.m3u8
🍁暗杀名单（英语）,https://v.cdnlz12.com/20231022/10667_fa6ef93e/index.m3u8
🍁暗杀游戏（其它）,https://vip.lz-cdn3.com/20220911/13191_3837f384/index.m3u8
🍁暗夜狼人（英语）,https://vip1.lz-cdn1.com/20221007/17071_697e0e8e/index.m3u8
🍁暗夜列车（英语）,https://vip1.lz-cdn1.com/20221020/17566_9d42480f/index.m3u8
🍁暗夜骑士（其它）,https://vip.lz-cdn3.com/20220625/8370_8667bebe/index.m3u8
🍁暗夜逐仇（英语）,https://vip.lz-cdn3.com/20221123/16226_d30264b3/index.m3u8
🍁暗影守卫（英语）,https://v.cdnlz12.com/20240523/14611_172fdd4e/index.m3u8
🍁暗影特工（英语）,https://vip1.lz-cdn10.com/20220930/2626_8c57fabc/index.m3u8
🍁暗战2（粤语）,https://vip1.lz-cdn1.com/20220411/1613_795055a4/index.m3u8
🍁肮脏的哈里（英语）,https://vip1.lz-cdn7.com/20230215/14241_397d1ff6/index.m3u8
🍁傲慢与偏见与僵尸（英语）,https://vip.lz-cdn3.com/20220912/13257_c0fa4d05/index.m3u8
🍁奥林匹斯的陷落（英语）,https://vip.lzcdn2.com/20220429/4949_366380a5/index.m3u8
🍁奥马尔（其它）,https://vip1.lz-cdn1.com/20230801/21571_d7338f48/index.m3u8

🌺B系列🌺,#genre#


🍁八百罗汉（国语）,https://vip1.lz-cdn6.com/20220925/28187_bb4e175e/index.m3u8
🍁八道楼子（国语）,https://vip.lz-cdn3.com/20230131/17363_fef149bf/index.m3u8
🍁八卦宗师（国语）,https://vip1.lz-cdn1.com/20220420/2637_65b02517/index.m3u8
🍁八国联军（国语）,https://vip.lz-cdn3.com/20220702/8605_02bf4869/index.m3u8
🍁八极拳王（国语）,https://vip.lz-cdn3.com/20230704/20032_8ba2150e/index.m3u8
🍁八角笼中（国语）,https://v.cdnlz12.com/20230908/10067_41c719d6/index.m3u8
🍁八戒降魔2万妖之王（国语）,https://vip.lz-cdn3.com/20221025/15113_cbab3cd8/index.m3u8
🍁巴德尔和迈因霍夫集团（其它）,https://v.cdnlz11.com/20231219/18751_07d1bee0/index.m3u8
🍁巴霍巴利王：开端（其它）,https://vip1.lz-cdn8.com/20220921/27267_5c973360/index.m3u8
🍁巴霍巴利王2：终结（其它）,https://vip.lzcdn2.com/20220530/7910_89aeddcc/index.m3u8
🍁巴寇亚克之仇（其它）,https://vip.lz-cdn3.com/20220622/8234_38515c92/index.m3u8
🍁巴拉特（其它）,https://vip1.lz-cdn1.com/20230812/21768_c1a57599/index.m3u8
🍁巴黎危机（英语）,https://vip1.lz-cdn1.com/20221016/17425_ee5d5eda/index.m3u8
🍁巴特拉事件（其它）,https://vip.lz-cdn3.com/20220724/9965_159c9615/index.m3u8
🍁芭蕾复仇曲（韩语）,https://v.cdnlz11.com/20231006/17691_9793a280/index.m3u8
🍁芭提雅猎杀（其它）,https://v.cdnlz12.com/20240708/15537_f4a94e47/index.m3u8
🍁霸刀（其它）,https://v.cdnlz2.com/20231127/27061_91a0e5b6/index.m3u8
🍁霸海红英（粤语）,https://vip1.lz-cdn1.com/20220408/1194_9723a1f2/index.m3u8
🍁霸王花（粤语）,https://vip1.lz-cdn1.com/20220605/7387_2f121007/index.m3u8
🍁白发魔女2（粤语）,https://vip1.lz-cdn1.com/20220409/1460_9015cb97/index.m3u8
🍁白发魔女传（粤语）,https://vip.lzcdn2.com/20220408/2638_c893cd36/index.m3u8
🍁白发魔女传之明月天国（国语）,https://vip1.lz-cdn1.com/20220425/3327_67353cc4/index.m3u8
🍁白骨之路（罗马尼亚语）,https://vip.lzcdn2.com/20220325/477_c845cd93/index.m3u8
🍁白狐2013（国语）,https://vip1.lz-cdn1.com/20220420/2638_e26cd148/index.m3u8
🍁白莲邪神（粤语）,https://vip.lzcdn2.com/20220408/2667_baf52602/index.m3u8
🍁白龙马之逆天之龙（国语）,https://vip1.lz-cdn1.com/20221228/19848_3db7c5a1/index.m3u8
🍁白马飞飞（国语）,https://vip.lzcdn2.com/20220414/3227_0fc85997/index.m3u8
🍁白蛇传说（国语）,https://vip1.lz-cdn10.com/20220912/2453_7aa620cd/index.m3u8
🍁白蛇传说（粤语）,https://vip1.lz-cdn10.com/20220912/2452_b5edf9e7/index.m3u8
🍁白头山（韩语）,https://vip1.lz-cdn1.com/20220606/7421_5e5822d1/index.m3u8
🍁白象2011（英语）,https://vip.lzcdn2.com/20220425/4502_9446b713/index.m3u8
🍁白象2022（英语）,https://vip1.lz-cdn10.com/20220805/2142_ace34781/index.m3u8
🍁白雪公主与猎人（英语）,https://vip.lz-cdn3.com/20221105/15515_fc02cd82/index.m3u8
🍁白夜最长时（国语）,https://vip.lz-cdn3.com/20230704/20016_9ee70432/index.m3u8
🍁白幽灵传奇之绝命逃亡（英语）,https://vip.lzcdn2.com/20220427/4742_6771c3a4/index.m3u8
🍁白玉老虎1977（国语）,https://vip1.lz-cdn7.com/20230113/13476_2cfb3386/index.m3u8
🍁百夫长（英语）,https://vip.lzcdn2.com/20220329/1020_c744785b/index.m3u8
🍁百家拳之洪拳（国语）,https://vip1.lz-cdn7.com/20230426/15624_c3bdf4e3/index.m3u8
🍁百元之恋（日语）,https://vip.lzcdn2.com/20220604/8477_49a2893b/index.m3u8
🍁柏林2013（韩语）,https://vip1.lz-cdn1.com/20220606/7526_0f2e2436/index.m3u8
🍁搬山道人之落天荒（国语）,https://vip.lz-cdn3.com/20230211/17618_79aacd95/index.m3u8
🍁半条命3：特种兵之战（国语）,https://vip.lzcdn2.com/20220330/1428_778bcad8/index.m3u8
🍁伴我闯天涯1989（粤语）,https://vip.lzcdn2.com/20220521/7240_55366541/index.m3u8
🍁帮规（国语）,https://vip1.lz-cdn1.com/20220405/1082_f8f963a6/index.m3u8
🍁帮派2019（韩语）,https://vip.lz-cdn3.com/20220829/12197_1a3456cc/index.m3u8
🍁绑架2017（英语）,https://vip.lz-cdn3.com/20221102/15401_a3ee329d/index.m3u8
🍁绑架者（国语）,https://vip.lzcdn2.com/20220503/5285_b618bfae/index.m3u8
🍁绑票惊爆点（英语）,https://v.cdnlz12.com/20231005/10517_52dc1974/index.m3u8
🍁胞弟复仇记（其它）,https://vip.lz-cdn3.com/20220811/11155_d0809eff/index.m3u8
🍁煲车（粤语）,https://vip.lzcdn2.com/20220407/2475_aaa5bed6/index.m3u8
🍁薄荷（英语）,https://vip.lz-cdn3.com/20220726/10080_b2abae3b/index.m3u8
🍁薄樱记1959（日语）,https://vip1.lz-cdn1.com/20220417/2364_c2cdefb0/index.m3u8
🍁宝莱坞双雄之战（其它）,https://vip.lz-cdn3.com/20220830/12286_b0f90098/index.m3u8
🍁宝莲灯·赤子之心（国语）,https://vip1.lz-cdn1.com/20220317/201_e203a56d/index.m3u8
🍁宝莲灯·浮尘幻灭（国语）,https://vip.lzcdn2.com/20220520/7083_b561fa37/index.m3u8
🍁保镖（英语）,https://vip1.lz-cdn1.com/20220520/6219_ee71aeef/index.m3u8
🍁保镖1962（国语）,https://vip1.lz-cdn7.com/20230514/15981_f5a6f542/index.m3u8
🍁保镖2018（法语）,https://vip1.lz-cdn1.com/20230724/21395_d3544697/index.m3u8
🍁保镖2021（其它）,https://vip1.lz-cdn10.com/20220901/2369_1f20f31e/index.m3u8
🍁保持通话（粤语/汉语普通话）,https://vip.lzcdn2.com/20220323/330_5620f045/index.m3u8
🍁堡垒2（英语）,https://vip1.lz-cdn.com/20220810/27933_f061140a/index.m3u8
🍁报仇1970（国语）,https://vip1.lz-cdn7.com/20230505/15822_d81b606e/index.m3u8
🍁报仇雪恨（英语）,https://vip.lz-cdn3.com/20220804/10685_6e7077f9/index.m3u8
🍁报复2018（英语）,https://vip.lz-cdn3.com/20220926/14183_e1ecff9c/index.m3u8
🍁报丧女妖（英语）,https://vip1.lz-cdn10.com/20220716/2019_7aaba107/index.m3u8
🍁豹女之夺命之旅（粤语）,https://vip1.lz-cdn1.com/20220411/1614_c759c962/index.m3u8
🍁暴动2015（英语）,https://vip1.lz-cdn1.com/20230814/21816_3cabfa47/index.m3u8
🍁暴风（国语）,https://vip.lz-cdn3.com/20230629/19949_ea0462a1/index.m3u8
🍁暴风眼1994（粤语）,https://vip1.lz-cdn7.com/20230211/14147_77b6bbf5/index.m3u8
🍁暴力街区（法语）,https://vip.lzcdn2.com/20220514/6403_50930e63/index.m3u8
🍁暴力街区13：终极（法语）,https://vip.lzcdn2.com/20220514/6404_6c12c0d8/index.m3u8
🍁暴力街区2014（英语）,https://vip1.lz-cdn7.com/20221228/12998_9d60f017/index.m3u8
🍁暴力山谷（英语）,https://vip.lz-cdn3.com/20220909/13081_fc058956/index.m3u8
🍁暴力史（英语）,https://vip1.lz-cdn1.com/20220404/1003_5b572855/index.m3u8
🍁暴力先锋（英语）,https://vip.lz-cdn3.com/20230329/18413_dd385810/index.m3u8
🍁暴力刑警（粤语）,https://v.cdnlz3.com/20230927/21987_ed48cbb3/index.m3u8
🍁暴龙来袭（英语）,https://vip.lz-cdn3.com/20220623/8267_48beb6a7/index.m3u8
🍁暴民之地（英语）,https://v.cdnlz11.com/20231111/18231_498fecce/index.m3u8
🍁暴太郎战队咚兄弟版：新·初恋英雄（日语）,https://vip.lz-cdn3.com/20230825/21300_a0a78b06/index.m3u8
🍁暴躁家族（国语）,https://vip.lz-cdn3.com/20221003/14456_1c1b3429/index.m3u8
🍁爆烈之城（国语）,https://vip.lz-cdn3.com/20220719/9661_752d0263/index.m3u8
🍁爆裂点（粤语）,https://v.cdnlz3.com/20240126/22924_311317eb/index.m3u8
🍁爆裂都市1982（日语）,https://vip.lz-cdn3.com/20230317/18151_beb19d97/index.m3u8
🍁爆裂警察（其它）,https://vip.lz-cdn3.com/20220626/8423_c09e24cd/index.m3u8
🍁爆裂魔神少女（日语）,https://vip.lz-cdn3.com/20220723/9918_be4f190f/index.m3u8
🍁爆裂骑士（国语）,https://v.cdnlz2.com/20240206/28769_f3d89707/index.m3u8
🍁爆裂危情（粤语）,https://vip.lzcdn2.com/20220412/2982_063d5fd0/index.m3u8
🍁爆裂刑警（粤语）,https://vip.lzcdn2.com/20220523/7332_5ab1391b/index.m3u8
🍁爆裂追凶（英语）,https://vip1.lz-cdn7.com/20230228/14601_6680a7cf/index.m3u8
🍁爆破死亡谷（英语）,https://vip.lz-cdn3.com/20230315/18131_3caad8c0/index.m3u8
🍁爆头2016（其它）,https://vip.lz-cdn3.com/20220907/12943_274bd6a8/index.m3u8
🍁爆炸新闻2021（其它）,https://vip1.lz-cdn1.com/20220531/7135_9db826be/index.m3u8
🍁卑劣的街头（韩语）,https://vip1.lz-cdn7.com/20230224/14520_48441228/index.m3u8
🍁北地猎人（英语）,https://vip.lzcdn2.com/20220507/5770_806b4b56/index.m3u8
🍁北行国王（英语）,https://vip1.lz-cdn1.com/20220430/3913_8feb5663/index.m3u8
🍁贝奥武夫（英语）,https://vip1.lz-cdn7.com/20230519/16066_b1cc3bc0/index.m3u8
🍁贝尔科实验（英语）,https://vip.lz-cdn3.com/20220909/13083_87479dff/index.m3u8
🍁背叛师门（粤语）,https://vip1.lz-cdn1.com/20220417/2321_dd9c82e9/index.m3u8
🍁被操纵的城市（韩语）,https://vip.lz-cdn3.com/20220818/11683_6b233f7b/index.m3u8
🍁被解救的姜戈（英语）,https://vip.lzcdn2.com/20220319/63_941450f0/index.m3u8
🍁被迫杀人（英语）,https://vip.lz-cdn16.com/20230325/14421_52729db6/index.m3u8
🍁被窃之物（国语）,https://vip.lz-cdn3.com/20221012/14724_7307cdb4/index.m3u8
🍁本·霍尔传奇（英语）,https://vip1.lz-cdn1.com/20221017/17445_1ceeb75b/index.m3u8
🍁比佛利山超级警探4（英语）,https://v.cdnlz12.com/20240703/15470_b2006b50/index.m3u8
🍁比利·金传奇（英语）,https://vip1.lz-cdn1.com/20220415/2204_54de365f/index.m3u8
🍁碧海追踪（英语）,https://vip.lzcdn2.com/20220407/2529_80b5068b/index.m3u8
🍁碧血宝刀（国语）,https://vip1.lz-cdn7.com/20230209/14058_e2a06c51/index.m3u8
🍁碧血苍穹（汉语普通话）,https://vip.lzcdn2.com/20220329/1007_d4b33960/index.m3u8
🍁碧血剑1981（国语）,https://vip1.lz-cdn7.com/20230514/15982_4972b6c1/index.m3u8
